"","RT001","C001","RT002","C002","RT003","C003","RT004","C004","RT005","C005","RT006","C006","RT007","C007","RT008","C008","RT009","C009","RT010","C010","RT011","C011","RT012","C012","RT013","C013","RT014","C014","RT015","C015","RT016","C016","RT017","C017","RT018","C018","RT019","C019","RT020","C020","RT021","C021","RT022","C022","RT023","C023","RT024","C024","RT025","C025","RT026","C026","RT027","C027","RT028","C028","RT029","C029","RT030","C030","RT031","C031","RT032","C032","RT033","C033","RT034","C034","RT035","C035","RT036","C036","RT037","C037","RT038","C038","RT039","C039","RT040","C040","RT041","C041","RT042","C042","RT043","C043","RT044","C044","RT045","C045","RT046","C046","RT047","C047","RT048","C048","RT049","C049","RT050","C050","RT051","C051","RT052","C052","RT053","C053","RT054","C054","RT055","C055","RT056","C056","RT057","C057","RT058","C058","RT059","C059","RT060","C060","RT061","C061","RT062","C062","RT063","C063","RT064","C064","RT065","C065","RT066","C066","RT067","C067","RT068","C068","RT069","C069","RT070","C070","RT071","C071","RT072","C072","RT073","C073","RT074","C074"
"IDW.1.4_2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1554,364.083,13.7666,2376.024,NA,NA,NA,NA,14.8506,391.621,NA,NA,15.3833,127.744,NA,NA,NA,NA,NA,NA,17.0122,5984.627,NA,NA,NA,NA,NA,NA,17.9276,102.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1445,10504.254,NA,NA,NA,NA,21.5254,312.563,NA,NA,21.6677,380.955,21.8984,146.164,22.3345,178.315,NA,NA,NA,NA,23.11,340.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0358,87.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4757,91.018,NA,NA,25.9633,365.056,NA,NA,26.4758,311.88,26.6106,250.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WAT.1.3_2012",NA,NA,3.1622,428.315,3.6779,5451.254,NA,NA,NA,NA,7.3071,992.696,9.9154,458.896,11.6609,651.076,11.9539,246.952,12.1252,1494.395,NA,NA,NA,NA,13.7608,2068.63,NA,NA,NA,NA,14.8304,1278.469,NA,NA,NA,NA,15.8106,740.677,NA,NA,NA,NA,16.963,1767.158,NA,NA,NA,NA,17.8079,4881.589,17.9351,261.805,NA,NA,NA,NA,18.5561,751.772,18.632,457.9,18.8856,328.235,NA,NA,NA,NA,19.9725,402.236,NA,NA,NA,NA,20.5455,138.422,20.8461,402.264,21.2083,76.541,21.3189,1704.516,21.4601,168.589,NA,NA,NA,NA,21.6841,1901.004,21.9191,183.391,NA,NA,NA,NA,NA,NA,23.1096,391.244,23.2703,74.192,23.4343,315.086,NA,NA,23.6534,136.492,23.7344,234.948,NA,NA,NA,NA,24.0039,124.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6084,105.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WAW.1.3_2012",NA,NA,3.0532,490.965,3.6852,2073.459,NA,NA,NA,NA,7.3067,533.762,NA,NA,NA,NA,NA,NA,12.1442,971.294,NA,NA,13.1814,192.75,13.7754,1114.151,NA,NA,NA,NA,14.9225,6272.649,NA,NA,NA,NA,NA,NA,16.3894,181.492,NA,NA,17.0502,6743.705,NA,NA,NA,NA,17.7525,245.878,17.9526,876.374,NA,NA,NA,NA,18.5545,110.518,18.6347,112.163,NA,NA,19.3494,97.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8981,2208.345,21.1422,7488.005,21.2836,134.397,21.4523,420.119,21.5427,126.634,21.6129,129.932,21.6855,382.092,21.9313,668.09,NA,NA,NA,NA,NA,NA,23.1584,358.513,23.2811,59.505,23.4415,100.164,NA,NA,NA,NA,23.7341,130.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.491,170.927,NA,NA,25.9759,474.948,NA,NA,26.5022,105.919,26.6193,136.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDW.2.2_2012",NA,NA,NA,NA,3.6815,3055.167,NA,NA,NA,NA,7.3067,733.641,9.9282,267.522,NA,NA,NA,NA,12.1409,2551.138,NA,NA,NA,NA,13.7429,158.775,NA,NA,NA,NA,14.8753,3834.343,NA,NA,NA,NA,15.7981,447.291,NA,NA,NA,NA,16.9656,1720.49,NA,NA,NA,NA,17.8177,5286.784,17.9772,2100.375,NA,NA,NA,NA,18.5509,383.774,18.6319,431.92,18.8822,857.065,19.3371,125.787,NA,NA,20.0182,199.7,NA,NA,NA,NA,NA,NA,20.8477,2056.564,21.2974,721.175,NA,NA,21.4601,293.164,NA,NA,NA,NA,21.6583,630.208,21.9084,137.044,NA,NA,NA,NA,NA,NA,23.1174,399.334,23.2705,116.504,23.4355,404.6,NA,NA,NA,NA,23.7341,166.021,NA,NA,23.8999,61.385,24.0048,210.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9647,354.671,NA,NA,NA,NA,26.6111,121.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAVW.3.8_2012",NA,NA,3.0522,597.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1449,379.913,NA,NA,13.1892,521.413,13.7906,1857.474,NA,NA,NA,NA,14.8571,1141.715,NA,NA,NA,NA,NA,NA,16.3895,114.394,NA,NA,17.0174,3922.589,NA,NA,NA,NA,NA,NA,17.9488,556.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8405,71.082,21.1306,6648.924,NA,NA,NA,NA,21.5362,204.002,NA,NA,21.6737,523.754,21.918,324.091,22.2356,130.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0507,85.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9829,825.526,NA,NA,26.4932,671.581,26.6285,475.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTW.1.2_2012",NA,NA,3.0724,678.529,3.6775,2467.639,NA,NA,NA,NA,7.31,460.327,NA,NA,NA,NA,11.9555,198.065,12.1379,401.978,NA,NA,13.1829,531.07,13.778,1337.15,NA,NA,NA,NA,14.9001,4587.028,NA,NA,NA,NA,NA,NA,16.3929,330.89,16.6964,179.833,17.1005,12695.224,NA,NA,NA,NA,17.7541,192.112,17.9596,1089.034,NA,NA,18.3404,161.593,18.5661,402.651,18.6451,328.222,19.0377,121.383,NA,NA,NA,NA,NA,NA,20.0434,182.135,NA,NA,NA,NA,20.8737,1270.824,21.1314,6592.971,NA,NA,21.4481,324.765,21.5445,379.17,NA,NA,21.688,509.474,21.9365,911.034,22.3549,104.109,NA,NA,NA,NA,23.1507,411.742,23.2802,89.143,23.4412,184.324,NA,NA,NA,NA,23.736,201.97,NA,NA,NA,NA,24.0498,110.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3998,265.674,NA,NA,NA,NA,NA,NA,NA,NA,26.6179,108.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDW.3.4_2012",NA,NA,3.0489,615.025,3.6799,2075.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1374,431.893,NA,NA,NA,NA,NA,NA,14.1441,1459.919,NA,NA,14.8572,1227.551,NA,NA,NA,NA,15.7754,274.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.797,3418.782,17.9447,161.611,NA,NA,18.3996,648.922,18.566,443.307,18.6433,287.143,18.8553,146.387,NA,NA,19.8925,135.597,NA,NA,NA,NA,NA,NA,NA,NA,20.8223,626.362,21.2104,95.522,21.3089,839.372,21.4183,237.419,21.5867,88.242,NA,NA,21.6643,355.393,NA,NA,22.2843,128.134,NA,NA,NA,NA,23.1402,255.571,NA,NA,23.4382,101.358,NA,NA,23.6516,144.923,23.7338,73.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9706,163.443,NA,NA,NA,NA,NA,NA,26.7492,106.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTV.1.10_2012",NA,NA,3.0907,791.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7264,368.186,13.2287,2919.82,13.862,7728.833,NA,NA,NA,NA,14.7773,542.157,NA,NA,15.4232,294.698,NA,NA,16.4087,365.319,NA,NA,NA,NA,17.1123,12999.651,NA,NA,NA,NA,17.9823,583.145,NA,NA,18.3497,202.91,NA,NA,NA,NA,19.0486,157.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2963,27817.169,NA,NA,NA,NA,21.5832,503.333,NA,NA,21.6935,508.971,21.9494,730.362,22.2556,352.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0589,240.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9798,212.272,NA,NA,26.4897,131.786,26.6257,105.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDV.2.8_2012",NA,NA,3.0551,648.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1413,743.479,12.7074,161.043,13.1934,1220.048,13.804,3580.702,14.0917,1389.177,NA,NA,14.8597,1675.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0223,4618.545,NA,NA,NA,NA,17.7173,757.936,17.9442,378.642,NA,NA,18.3985,510.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8586,109.635,21.1734,11492.551,NA,NA,NA,NA,21.5419,156.37,NA,NA,21.6781,297.993,21.9189,198.787,22.3585,146.109,NA,NA,NA,NA,NA,NA,NA,NA,23.4404,74.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0483,80.55,NA,NA,NA,NA,NA,NA,25.072,60.295,NA,NA,25.3989,59.477,NA,NA,25.9737,338.997,NA,NA,26.4851,213.387,26.6218,336.278,26.7524,79.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WAW.1.5_2012",NA,NA,3.0482,525.738,3.6775,1591.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1372,719.862,NA,NA,NA,NA,13.7736,1039.978,NA,NA,NA,NA,14.9092,5528.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0113,3789.604,NA,NA,NA,NA,17.7448,193.601,17.9435,574.817,NA,NA,NA,NA,18.5487,82.681,NA,NA,NA,NA,19.3456,85.71,NA,NA,NA,NA,20.0368,138.075,NA,NA,NA,NA,20.8801,2040.419,21.1146,5717.167,NA,NA,21.4446,393.967,21.5356,99.618,21.6044,132.421,21.6749,194.028,21.9204,415.188,NA,NA,NA,NA,22.9857,144.723,23.1542,428.722,23.2779,80.476,23.439,127.325,23.619,72.739,NA,NA,23.7324,155.779,NA,NA,NA,NA,24.048,96.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4866,109.979,NA,NA,25.9716,303.467,NA,NA,26.498,194.593,26.6185,144.67,NA,NA,NA,NA,NA,NA,NA,NA,27.4425,123.987,NA,NA
"COVW.2.7_2012",NA,NA,3.1185,758.343,3.678,2053.724,NA,NA,NA,NA,7.3103,444.114,NA,NA,NA,NA,NA,NA,12.1542,1422.313,NA,NA,13.1994,1496.386,13.8097,3472.045,NA,NA,NA,NA,14.9213,6512.931,NA,NA,NA,NA,NA,NA,16.3992,328.382,16.7112,173.604,NA,NA,17.1034,12893.947,NA,NA,17.7807,1126.87,17.973,1545.694,NA,NA,18.3706,201.139,18.5739,400.946,18.6543,391.321,19.0451,126.1,19.5148,180.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9229,1508.142,21.1909,12463.695,NA,NA,21.4637,382.375,21.5578,420.974,21.6202,64.665,21.6943,537.405,21.9454,887.889,22.3612,160.11,NA,NA,NA,NA,NA,NA,23.2851,107.94,23.4479,313.467,NA,NA,NA,NA,23.7459,182.268,NA,NA,23.9119,58.688,24.0544,272.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3996,69.486,NA,NA,25.9733,198.868,NA,NA,NA,NA,26.6214,127.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORT.2.4_2012",NA,NA,3.1521,646.485,3.677,2242.36,NA,NA,NA,NA,7.293,486.348,NA,NA,NA,NA,NA,NA,12.115,487.288,NA,NA,NA,NA,13.7423,634.042,NA,NA,NA,NA,14.8168,326.897,NA,NA,NA,NA,15.7656,318.888,NA,NA,NA,NA,16.9461,1126.899,NA,NA,NA,NA,17.7526,1763.922,NA,NA,NA,NA,18.5326,358.611,18.6098,217.228,NA,NA,18.8432,126.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2861,709.33,NA,NA,21.4239,141.086,NA,NA,21.6435,185.56,NA,NA,21.8958,116.437,NA,NA,NA,NA,NA,NA,23.1083,477.488,NA,NA,23.4264,139.142,NA,NA,23.6444,164.519,23.7266,79.148,NA,NA,NA,NA,24.0334,60.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9615,363.269,NA,NA,NA,NA,26.6081,189.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORT.1.9_2012",NA,NA,3.155,61.818,3.6752,3663.766,NA,NA,NA,NA,7.2901,675.475,9.9134,261.472,NA,NA,NA,NA,12.1234,1668.096,NA,NA,13.1505,174.504,13.7383,339.271,NA,NA,NA,NA,14.819,504.4,NA,NA,NA,NA,15.8201,964.586,NA,NA,NA,NA,16.9714,2654.474,NA,NA,NA,NA,17.7754,2982.983,17.9352,271.996,NA,NA,NA,NA,18.5481,649.132,NA,NA,18.8932,917.29,NA,NA,NA,NA,20.0056,379.49,NA,NA,NA,NA,NA,NA,20.8051,143.328,21.0556,2688.81,21.3083,1501.511,NA,NA,NA,NA,NA,NA,21.7028,3501.427,21.9314,328.714,NA,NA,22.6673,102.859,NA,NA,23.1071,639.93,23.268,137.915,23.4315,266.892,23.5648,61.876,23.6539,111.202,23.7317,170.525,NA,NA,NA,NA,24.0013,136.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3856,63.589,NA,NA,25.9591,198.523,NA,NA,NA,NA,26.6065,72.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WYW.1.2_2012",NA,NA,3.1269,698.042,3.682,2622.653,NA,NA,NA,NA,7.3198,685.395,9.919,250.029,NA,NA,NA,NA,12.1332,1661.698,NA,NA,NA,NA,13.7508,556.71,14.1685,76.934,NA,NA,14.9265,8263.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9735,2187.871,NA,NA,NA,NA,17.7321,1007.305,17.9618,2091.942,NA,NA,18.3875,464.111,18.5467,252.783,NA,NA,NA,NA,19.3342,167.282,NA,NA,NA,NA,20.0312,489.678,NA,NA,NA,NA,20.8721,3193.327,21.2665,557.534,NA,NA,21.4446,124.56,NA,NA,21.6519,111.632,NA,NA,21.9055,128.049,NA,NA,NA,NA,22.9823,385.797,23.1533,148.563,23.2736,172.52,23.4443,780.027,NA,NA,NA,NA,23.7315,206.775,NA,NA,NA,NA,24.0061,294.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3883,89.044,NA,NA,25.9609,104.703,NA,NA,NA,NA,26.6098,85.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDW.1.2_2012",NA,NA,3.2376,1515.106,3.6777,5217.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1647,4121.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8537,1727.829,NA,NA,NA,NA,15.8201,1009.174,NA,NA,NA,NA,16.972,1622.218,17.1565,213.609,NA,NA,17.8255,5237.582,17.9484,353.212,NA,NA,NA,NA,18.5988,1702.391,18.6778,1052.62,18.8742,292.623,NA,NA,NA,NA,19.942,473.328,20.0287,365.583,NA,NA,NA,NA,20.8271,802.995,NA,NA,21.3467,3017.507,21.4787,495,NA,NA,NA,NA,21.678,1335.936,21.9218,163.142,NA,NA,NA,NA,NA,NA,23.1188,508.95,NA,NA,23.4382,181.497,NA,NA,23.6651,179.997,23.7394,125.944,NA,NA,NA,NA,24.0097,112.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9676,304.25,NA,NA,26.5005,97.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAT.1.1_2012",NA,NA,NA,NA,3.6866,3694.588,NA,NA,NA,NA,7.2979,770.864,9.914,335.097,11.588,230.377,NA,NA,12.1208,521.324,NA,NA,NA,NA,13.7444,246.497,NA,NA,NA,NA,14.8227,632.68,NA,NA,NA,NA,15.7963,911.991,16.359,300.934,NA,NA,16.9481,800.137,NA,NA,NA,NA,17.8435,8197.762,17.9463,355.017,NA,NA,NA,NA,18.5479,469.336,NA,NA,18.8812,787.045,NA,NA,NA,NA,19.9352,144.652,20.012,185.269,NA,NA,20.5632,224.236,20.8099,238.945,21.2055,107.924,21.3125,1566.846,21.4868,412.116,NA,NA,NA,NA,21.7539,8791.039,NA,NA,NA,NA,22.6509,100.588,NA,NA,23.118,194.877,23.2692,73.354,23.4373,425.634,NA,NA,23.6489,158.788,23.7339,283.854,NA,NA,NA,NA,24.0017,154.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9647,408.307,NA,NA,NA,NA,26.6104,159.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORT.3.1_2012",NA,NA,3.0574,676.869,3.673,3106.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1366,1344.376,NA,NA,13.1657,187.493,13.7568,482.328,NA,NA,NA,NA,14.9052,5845.966,NA,NA,NA,NA,15.7913,328.218,NA,NA,NA,NA,16.9805,2182.137,NA,NA,NA,NA,17.7658,1607.957,17.9539,1276.695,NA,NA,NA,NA,18.5559,450.168,18.6349,333.156,NA,NA,NA,NA,NA,NA,19.9495,116.562,20.0302,267.966,NA,NA,NA,NA,20.8699,1950.976,21.1027,5136.517,21.3033,715.211,21.4516,234.261,NA,NA,21.6097,153.281,21.6605,227.667,21.915,243.608,NA,NA,22.6661,136.598,22.9811,113.391,23.1186,333.177,23.2739,59.483,23.4368,217.57,NA,NA,NA,NA,23.7333,120.555,NA,NA,NA,NA,24.0052,64.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9666,207.371,NA,NA,26.4797,141.958,26.6139,85.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IDW.16_2012",NA,NA,3.1624,583.667,3.6839,4408.943,NA,NA,NA,NA,7.2985,477.849,9.9199,297.68,11.6351,520.885,NA,NA,12.1303,1522.903,NA,NA,NA,NA,13.7456,264.88,NA,NA,NA,NA,14.8455,1671.699,NA,NA,NA,NA,15.8378,1057.043,16.3699,180.141,NA,NA,16.9991,3904.111,17.1856,175.542,NA,NA,NA,NA,17.9839,583.72,NA,NA,NA,NA,18.5915,1386.704,18.6668,867.419,18.905,1418.501,NA,NA,NA,NA,19.932,320.495,20.0198,249.881,NA,NA,20.5562,98.29,20.8232,765.673,21.2073,78.425,21.3473,3260.423,21.4517,257.191,NA,NA,21.6084,258.067,21.6792,1237.851,21.9179,238.527,22.3135,194.124,NA,NA,NA,NA,23.1053,306.295,NA,NA,23.4373,393.032,NA,NA,23.6556,145.2,23.7352,235.143,NA,NA,23.9003,54.218,24.0066,313.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.969,725.883,NA,NA,26.4767,211.142,26.6117,122.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORT.1.6_2012",NA,NA,3.1634,488.144,3.6724,4485.405,NA,NA,NA,NA,7.2896,634.094,9.908,292.743,11.6065,542.674,NA,NA,12.1192,1130.474,NA,NA,13.1535,154.103,13.7379,236.233,NA,NA,NA,NA,14.817,421.203,NA,NA,NA,NA,15.7872,624.555,NA,NA,NA,NA,16.9594,1840.464,NA,NA,NA,NA,17.774,2837.062,17.9406,198.879,NA,NA,NA,NA,18.5498,689.569,18.6291,554.556,18.8606,293.932,NA,NA,19.9203,126.108,20.0085,164.04,NA,NA,NA,NA,20.5466,172.012,20.7984,118.916,21.192,102.564,21.2878,607.599,21.4503,160.055,NA,NA,NA,NA,21.6856,2281.115,21.9149,243.954,NA,NA,NA,NA,NA,NA,23.1092,494.432,NA,NA,23.4275,58.159,NA,NA,23.6492,171.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.962,332.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAV.1.7_2012",NA,NA,3.0397,760.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1227,273.098,NA,NA,13.1617,254.593,13.7558,884.708,NA,NA,NA,NA,14.8445,1875.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9538,1134.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8135,366.296,21.0582,2904.006,NA,NA,21.5151,175.369,NA,NA,NA,NA,NA,NA,21.8971,119.681,NA,NA,NA,NA,NA,NA,23.1448,222.511,NA,NA,23.432,72.414,NA,NA,NA,NA,23.7325,82.39,NA,NA,NA,NA,24.0419,121.628,NA,NA,24.3997,138.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORV.1.10_2012",NA,NA,3.0482,986.628,3.6788,1875.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1419,649.384,NA,NA,13.1825,303.989,13.792,2417.725,NA,NA,NA,NA,14.8706,2549.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9967,2772.073,NA,NA,NA,NA,17.7476,313.138,17.941,433.168,NA,NA,NA,NA,18.5527,124.105,18.6318,113.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8816,846.673,21.1534,8859.785,NA,NA,21.4299,174.898,21.5414,142.343,NA,NA,21.6755,387.369,21.9177,150.874,22.3573,139.477,NA,NA,NA,NA,23.1525,141.731,23.2804,86.453,23.4408,81.915,NA,NA,NA,NA,23.7366,108.04,NA,NA,NA,NA,24.0519,290.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9731,198.996,NA,NA,NA,NA,26.6195,69.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTW.1.4_2012",NA,NA,NA,NA,3.6826,926.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7559,1324.046,NA,NA,NA,NA,14.8409,1851.684,NA,NA,NA,NA,NA,NA,16.3624,148.655,NA,NA,17.0066,5112.612,NA,NA,NA,NA,17.723,98.879,17.9266,467.962,NA,NA,18.5306,100.535,18.6099,100.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.8458,591.721,21.1222,7661.853,NA,NA,21.435,142.949,21.5206,191.428,NA,NA,21.6788,496.124,21.9107,514.562,NA,NA,NA,NA,NA,NA,23.1159,385.263,23.2677,84.66,23.4285,124.151,NA,NA,NA,NA,23.7267,91.502,NA,NA,NA,NA,24.0399,255.414,NA,NA,NA,NA,NA,NA,NA,NA,25.3912,323.983,25.4826,120.118,NA,NA,25.9614,237.271,NA,NA,26.4781,111.974,26.6167,661.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UTT.3.3_2012",NA,NA,3.0497,486.404,3.6719,3773.722,NA,NA,NA,NA,7.2883,571.127,9.9085,236.901,11.6081,480.124,NA,NA,12.1115,228.214,NA,NA,NA,NA,13.7387,524.871,NA,NA,NA,NA,14.8154,232.189,NA,NA,NA,NA,15.7818,510.435,NA,NA,NA,NA,16.9588,1877.303,NA,NA,NA,NA,17.7645,2357.34,17.9307,161.783,NA,NA,18.5307,257.733,18.6084,174.35,NA,NA,18.8575,367.042,NA,NA,NA,NA,20.0059,167.854,NA,NA,NA,NA,NA,NA,20.797,77.288,21.2905,814.301,NA,NA,21.4393,135.735,NA,NA,NA,NA,21.669,1470.143,21.9059,184.477,NA,NA,NA,NA,NA,NA,23.1121,538.726,NA,NA,23.4267,119.508,NA,NA,23.6492,184.673,NA,NA,23.7251,59.749,NA,NA,24.0345,165.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3859,179.998,NA,NA,25.9575,162.761,NA,NA,NA,NA,26.6066,150.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V413_2012",NA,NA,3.0539,576.536,3.6741,844.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.139,1305.78,NA,NA,13.1714,171.284,13.7561,403.256,NA,NA,NA,NA,14.8793,3446.862,NA,NA,NA,NA,15.8981,2116.53,NA,NA,NA,NA,17.0096,3740.5,NA,NA,NA,NA,NA,NA,NA,NA,18.2732,24882.265,18.4424,67.073,18.5903,87.615,18.6632,78.354,18.9419,2270.793,NA,NA,NA,NA,NA,NA,20.0379,110.39,NA,NA,NA,NA,20.892,464.235,21.0475,1289.585,NA,NA,21.4546,163.338,NA,NA,NA,NA,21.6693,830.633,21.9199,280.166,22.0723,172.746,NA,NA,NA,NA,23.1671,619.566,23.2757,66.332,23.4355,69.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.095,110.592,NA,NA,NA,NA,NA,NA,25.2694,83.658,NA,NA,NA,NA,25.9685,263.289,NA,NA,26.4796,96.726,26.6146,169.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
